Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-UY-7946,1125D,Naroda,Dahegam,23.054799,72.572798,"23.083450, 72.528746","23.052965, 72.529265",42 km/h,22 mins,Early
GJ-01-MI-8824,1126A,Naroda,Bopal,23.126433,72.535034,"23.098837, 72.579944","22.986840, 72.462948",34 km/h,2 mins,Delayed
GJ-01-TC-2390,1127D,Naroda,Ghatlodia,22.956126,72.582869,"23.147104, 72.523764","22.956258, 72.593688",35 km/h,23 mins,Traffic
GJ-01-IJ-0419,1128A,Naroda,Vaishnodevi,23.042438,72.639779,"22.984886, 72.546167","23.092791, 72.555393",40 km/h,15 mins,Early
GJ-01-VG-4808,1129D,Naroda,Science City,23.028558,72.64484,"23.136425, 72.459434","23.067987, 72.587242",19 km/h,23 mins,Traffic
GJ-01-RP-7520,1130B,Naroda,Memnagar,23.146063,72.630917,"23.148171, 72.624021","23.114731, 72.571430",51 km/h,25 mins,Early
GJ-01-HX-2570,1131D,Naroda,CTM,23.00097,72.515976,"23.103356, 72.517884","22.977870, 72.468689",44 km/h,13 mins,Early
GJ-01-JU-8288,1132B,Naroda,S. Bopal,23.063179,72.544699,"22.989226, 72.523839","23.011404, 72.511499",17 km/h,18 mins,Delayed
GJ-01-XE-0266,1133,Naroda,Sabarmati,23.009931,72.633817,"23.076664, 72.506754","23.140878, 72.489901",43 km/h,22 mins,On Time
GJ-01-QW-3999,1134C,Naroda,Isanpur,22.960078,72.462332,"23.087056, 72.585974","22.967647, 72.550845",34 km/h,20 mins,Traffic
GJ-01-WH-8608,1135D,Naroda,Sola,23.148847,72.636199,"23.023862, 72.571230","23.025905, 72.537557",59 km/h,9 mins,Traffic
GJ-01-QL-1599,1136B,Naroda,Prahladnagar,22.953859,72.462497,"23.060430, 72.632510","23.057357, 72.567160",21 km/h,4 mins,On Time
GJ-01-ZV-1922,1137C,Naroda,Chandlodia,22.992483,72.58337,"23.057450, 72.562657","23.031180, 72.517149",29 km/h,11 mins,Delayed
GJ-01-OJ-2810,1138D,Naroda,Jaimangal,22.996227,72.461456,"23.148234, 72.586504","23.120634, 72.548126",36 km/h,10 mins,Early
GJ-01-CJ-2704,1139C,Naroda,Narol,22.993617,72.54539,"23.002265, 72.631045","23.045161, 72.648393",47 km/h,7 mins,On Time
GJ-01-OX-2355,1140B,Naroda,Nikol,23.073638,72.546223,"23.136320, 72.457427","22.990305, 72.593978",50 km/h,23 mins,Early
GJ-01-RK-8183,1141C,S. Bopal,Ghuma,23.148344,72.62348,"22.985078, 72.547505","23.089416, 72.490251",58 km/h,17 mins,Delayed
GJ-01-FL-7995,1142C,S. Bopal,Maninagar,22.967194,72.570076,"23.037758, 72.501813","22.981970, 72.540715",32 km/h,15 mins,Delayed
GJ-01-MF-4582,1143,S. Bopal,Bhadaj,23.021345,72.544804,"23.059003, 72.501743","23.043115, 72.520147",58 km/h,9 mins,Traffic
GJ-01-HS-0432,1144D,S. Bopal,RTO,23.054904,72.482851,"23.079523, 72.565408","22.962687, 72.470505",19 km/h,21 mins,Traffic
GJ-01-KE-6451,1145C,S. Bopal,LD Engg,23.037355,72.457285,"22.971149, 72.502741","23.045570, 72.454134",45 km/h,9 mins,On Time
GJ-01-YT-9033,1146,S. Bopal,Vasna,23.019709,72.649585,"23.050575, 72.547454","23.028880, 72.501425",58 km/h,15 mins,Traffic
GJ-01-ZY-1130,1147A,S. Bopal,RTO (C),22.982409,72.582767,"23.143878, 72.461851","23.055557, 72.556962",33 km/h,10 mins,On Time
GJ-01-AE-2856,1148,S. Bopal,Lal Darwaja,23.012286,72.639672,"23.029797, 72.461627","23.042178, 72.529381",60 km/h,7 mins,On Time
GJ-01-JG-2065,1149,S. Bopal,Kalupur,22.959088,72.491319,"23.014475, 72.618765","23.069278, 72.497679",22 km/h,12 mins,Traffic
GJ-01-TM-3688,1150B,S. Bopal,Chandkheda,23.00294,72.627498,"23.048008, 72.597820","22.982812, 72.461101",40 km/h,13 mins,Delayed
GJ-01-JQ-5712,1151B,S. Bopal,Hanspura,23.145651,72.617928,"23.069369, 72.507204","23.057744, 72.508118",46 km/h,15 mins,Early
GJ-01-KT-7541,1152D,S. Bopal,Gota,23.097042,72.45096,"23.110253, 72.490017","23.021945, 72.452386",45 km/h,20 mins,Delayed
GJ-01-ON-1492,1153B,S. Bopal,Ranip,23.031127,72.47816,"23.021686, 72.530442","23.026216, 72.533366",16 km/h,11 mins,Traffic
GJ-01-BX-0462,1154,S. Bopal,Sarkhej,23.019339,72.549118,"23.045760, 72.532966","23.035172, 72.584229",50 km/h,3 mins,Delayed
GJ-01-NC-4808,1155,S. Bopal,Iskcon,23.100138,72.60947,"23.066452, 72.453879","23.037800, 72.589053",43 km/h,8 mins,Traffic
GJ-01-MU-8670,1156B,S. Bopal,Nehrunagar,23.036585,72.551754,"22.993167, 72.498370","23.091550, 72.578691",39 km/h,12 mins,Delayed
GJ-01-IX-1321,1157C,S. Bopal,Sarangpur,23.143948,72.4726,"22.964421, 72.645941","23.042308, 72.578765",60 km/h,10 mins,Traffic
GJ-01-LL-4862,1158,S. Bopal,Vadaj,23.056604,72.504214,"22.955829, 72.508803","23.037792, 72.582254",46 km/h,9 mins,Delayed
GJ-01-PT-1851,1159,S. Bopal,Odhav,22.982847,72.522042,"22.986176, 72.460136","23.142334, 72.638347",43 km/h,7 mins,Delayed
GJ-01-HE-2651,1160B,S. Bopal,Sarthi,23.030411,72.543901,"23.016471, 72.516960","23.066968, 72.643706",53 km/h,4 mins,On Time
GJ-01-JF-0303,1161B,S. Bopal,Airport,23.117479,72.602244,"23.044763, 72.626740","23.075384, 72.588097",49 km/h,3 mins,Traffic
GJ-01-TE-3037,1162D,S. Bopal,Amba Town,22.974864,72.553861,"23.077705, 72.623198","23.113565, 72.562878",21 km/h,2 mins,On Time
GJ-01-OF-9954,1163A,S. Bopal,Dahegam,23.074629,72.588743,"23.062955, 72.537342","23.103201, 72.556838",25 km/h,11 mins,Delayed
GJ-01-CW-3296,1164C,S. Bopal,Bopal,23.020917,72.602738,"23.034825, 72.591685","23.067592, 72.548567",18 km/h,12 mins,Delayed
GJ-01-HH-2262,1165,S. Bopal,Ghatlodia,23.125885,72.558798,"23.009371, 72.454417","23.148187, 72.545703",36 km/h,22 mins,Early
GJ-01-YD-9024,1166,S. Bopal,Vaishnodevi,22.987069,72.628653,"22.987126, 72.631361","23.130878, 72.608363",58 km/h,16 mins,Delayed
GJ-01-IF-5556,1167D,S. Bopal,Science City,23.030897,72.629456,"22.980140, 72.451237","23.039320, 72.559778",58 km/h,7 mins,Traffic
GJ-01-MK-4696,1168B,S. Bopal,Memnagar,23.101533,72.631456,"23.101988, 72.585226","22.967673, 72.494732",27 km/h,4 mins,Early
GJ-01-YG-2062,1169D,S. Bopal,CTM,23.100939,72.470736,"22.966417, 72.627406","23.067071, 72.450165",15 km/h,23 mins,On Time
GJ-01-GE-1170,1170A,S. Bopal,Naroda,22.993845,72.48014,"22.979294, 72.578342","23.054771, 72.506793",21 km/h,2 mins,Early
GJ-01-RN-8564,1171C,S. Bopal,Sabarmati,23.029894,72.54986,"23.053619, 72.642530","23.145274, 72.593500",44 km/h,25 mins,Delayed
GJ-01-JB-2779,1172,S. Bopal,Isanpur,23.085089,72.601235,"23.008860, 72.634708","23.022920, 72.608673",20 km/h,10 mins,Delayed
GJ-01-WA-2546,1173,S. Bopal,Sola,23.074294,72.490994,"22.981206, 72.579378","23.114995, 72.610855",57 km/h,20 mins,Early
GJ-01-UB-6051,1174,S. Bopal,Prahladnagar,23.146639,72.467597,"22.982200, 72.626308","23.063532, 72.562075",40 km/h,10 mins,Traffic
GJ-01-GK-9689,1175,S. Bopal,Chandlodia,23.134223,72.573676,"22.995520, 72.473037","23.139075, 72.537105",47 km/h,22 mins,Delayed
GJ-01-YK-3942,1176A,S. Bopal,Jaimangal,23.130779,72.488505,"23.046334, 72.640631","23.094289, 72.647627",21 km/h,25 mins,Traffic
GJ-01-JQ-0598,1177A,S. Bopal,Narol,23.145879,72.489843,"23.016567, 72.477868","22.958226, 72.633626",17 km/h,16 mins,On Time
GJ-01-RM-2852,1178C,S. Bopal,Nikol,23.096569,72.603445,"23.017478, 72.516851","23.028175, 72.589932",40 km/h,10 mins,On Time
GJ-01-UN-4824,1179C,Sabarmati,Ghuma,23.141057,72.564845,"23.051677, 72.647342","23.020439, 72.522519",39 km/h,8 mins,On Time
GJ-01-QE-6653,1180A,Sabarmati,Maninagar,22.96767,72.608389,"23.030640, 72.543912","23.118277, 72.479209",19 km/h,4 mins,Traffic
GJ-01-ZY-1679,1181A,Sabarmati,Bhadaj,23.044993,72.641193,"22.961622, 72.620370","22.958557, 72.584820",50 km/h,21 mins,Early
GJ-01-DQ-0595,1182C,Sabarmati,RTO,23.047206,72.630287,"23.140474, 72.490490","22.967459, 72.590836",31 km/h,15 mins,On Time
GJ-01-VR-5998,1183C,Sabarmati,LD Engg,23.055157,72.641635,"23.130924, 72.470975","22.976884, 72.513697",19 km/h,15 mins,On Time
GJ-01-GK-2371,1184B,Sabarmati,Vasna,22.982544,72.556492,"23.067164, 72.563897","23.044589, 72.545899",33 km/h,9 mins,Delayed
GJ-01-HJ-2614,1185D,Sabarmati,RTO (C),23.135853,72.573263,"22.982224, 72.564771","23.056860, 72.607540",51 km/h,4 mins,Delayed
GJ-01-SV-7926,1186A,Sabarmati,Lal Darwaja,23.015117,72.584072,"22.997412, 72.600623","23.059656, 72.546792",47 km/h,17 mins,On Time
GJ-01-DT-7959,1187A,Sabarmati,Kalupur,23.10966,72.601655,"23.057633, 72.594491","23.061789, 72.468522",58 km/h,24 mins,Delayed
GJ-01-BM-6704,1188B,Sabarmati,Chandkheda,23.037393,72.498295,"23.036072, 72.547005","23.025366, 72.454468",32 km/h,5 mins,Delayed
GJ-01-IL-6645,1189D,Sabarmati,Hanspura,23.141051,72.594528,"23.141122, 72.505553","22.957602, 72.468858",59 km/h,19 mins,Delayed
GJ-01-GM-0025,1190A,Sabarmati,Gota,23.14383,72.526548,"23.073613, 72.484621","23.095147, 72.458398",35 km/h,16 mins,Early
GJ-01-FC-5048,1191A,Sabarmati,Ranip,23.117686,72.513227,"23.041107, 72.575911","22.953090, 72.587679",47 km/h,7 mins,On Time
GJ-01-YJ-5746,1192A,Sabarmati,Sarkhej,23.081926,72.522733,"22.994528, 72.594174","22.965504, 72.521372",35 km/h,6 mins,Early
GJ-01-BU-9009,1193D,Sabarmati,Iskcon,23.136265,72.455058,"22.954045, 72.622787","23.083985, 72.527229",18 km/h,23 mins,Traffic
GJ-01-KW-9225,1194C,Sabarmati,Nehrunagar,23.025007,72.540895,"23.015374, 72.497229","22.978975, 72.634830",51 km/h,10 mins,Traffic
GJ-01-OF-0836,1195D,Sabarmati,Sarangpur,23.126216,72.459846,"23.065677, 72.555098","23.121395, 72.497734",38 km/h,20 mins,Early
GJ-01-RE-7747,1196,Sabarmati,Vadaj,23.018334,72.567222,"23.079400, 72.624945","22.964795, 72.509410",59 km/h,12 mins,Early
GJ-01-XC-9060,1197,Sabarmati,Odhav,23.116236,72.456119,"23.002444, 72.570617","23.123903, 72.590829",45 km/h,7 mins,Traffic
GJ-01-HZ-3323,1198C,Sabarmati,Sarthi,23.092928,72.602694,"23.090520, 72.488468","23.112041, 72.596214",44 km/h,9 mins,Early
GJ-01-XL-4566,1199D,Sabarmati,Airport,23.015223,72.583165,"23.125943, 72.535902","23.023501, 72.458431",49 km/h,23 mins,On Time
GJ-01-FN-4207,1200A,Sabarmati,Amba Town,23.042624,72.539189,"23.051386, 72.485138","23.124440, 72.616898",52 km/h,19 mins,Delayed
GJ-01-NZ-8805,1201A,Sabarmati,Dahegam,23.110414,72.470905,"23.026767, 72.537503","23.114285, 72.635799",42 km/h,23 mins,Early
GJ-01-UI-2110,1202A,Sabarmati,Bopal,23.094319,72.543983,"23.142723, 72.577519","23.027224, 72.520579",58 km/h,21 mins,Traffic
GJ-01-AH-5811,1203A,Sabarmati,Ghatlodia,23.093678,72.492521,"23.136153, 72.494090","22.992274, 72.543285",18 km/h,20 mins,Traffic
GJ-01-JN-6670,1204C,Sabarmati,Vaishnodevi,23.136693,72.496484,"23.077766, 72.548558","23.104177, 72.639095",40 km/h,17 mins,Early
GJ-01-LI-8271,1205C,Sabarmati,Science City,23.11064,72.601892,"22.971335, 72.482244","22.984970, 72.561685",21 km/h,24 mins,Delayed
GJ-01-QO-5809,1206A,Sabarmati,Memnagar,23.058634,72.517626,"22.998127, 72.533236","23.004653, 72.460925",42 km/h,5 mins,Delayed
GJ-01-SP-0705,1207B,Sabarmati,CTM,22.981009,72.467003,"23.120931, 72.495259","23.043229, 72.509633",22 km/h,20 mins,Traffic
GJ-01-TY-4243,1208D,Sabarmati,Naroda,22.980569,72.621094,"23.082078, 72.634174","23.109603, 72.527019",28 km/h,19 mins,Delayed
GJ-01-TZ-1156,1209B,Sabarmati,S. Bopal,23.10367,72.510293,"22.953520, 72.645178","22.976514, 72.520539",47 km/h,2 mins,Early
GJ-01-VW-8145,1210,Sabarmati,Isanpur,23.037193,72.596773,"23.017966, 72.543155","23.119410, 72.499492",60 km/h,16 mins,Early
GJ-01-YP-2979,1211D,Sabarmati,Sola,23.039,72.522116,"23.131292, 72.643425","22.978514, 72.577230",59 km/h,9 mins,Traffic
GJ-01-BA-2347,1212C,Sabarmati,Prahladnagar,23.034985,72.602549,"22.954683, 72.587267","23.137202, 72.527445",35 km/h,9 mins,Traffic
GJ-01-YA-2751,1213B,Sabarmati,Chandlodia,23.03555,72.615754,"23.041274, 72.612417","23.106065, 72.581820",34 km/h,25 mins,Early
GJ-01-ZD-7794,1214,Sabarmati,Jaimangal,23.015575,72.647319,"23.019572, 72.567875","23.085300, 72.608412",15 km/h,19 mins,Delayed
GJ-01-SG-7955,1215,Sabarmati,Narol,23.031754,72.497196,"23.073858, 72.571748","23.110262, 72.455997",19 km/h,22 mins,Delayed
GJ-01-XD-1971,1216B,Sabarmati,Nikol,23.11601,72.461715,"22.998999, 72.540266","22.991779, 72.572558",26 km/h,7 mins,Delayed
GJ-01-AY-8279,1217D,Isanpur,Ghuma,23.078858,72.500363,"23.139868, 72.496484","23.062027, 72.606920",59 km/h,17 mins,Delayed
GJ-01-BT-3881,1218,Isanpur,Maninagar,23.062006,72.515113,"22.969101, 72.548079","23.058438, 72.585184",44 km/h,4 mins,Delayed
GJ-01-JG-9645,1219D,Isanpur,Bhadaj,22.971689,72.48067,"23.136226, 72.609723","23.049994, 72.496930",60 km/h,12 mins,Traffic
GJ-01-OF-2961,1220D,Isanpur,RTO,22.972871,72.63263,"22.952698, 72.592392","23.041585, 72.512728",50 km/h,13 mins,Delayed
GJ-01-RR-7098,1221D,Isanpur,LD Engg,22.980341,72.527537,"23.016269, 72.631353","23.128774, 72.529061",34 km/h,13 mins,Traffic
GJ-01-FT-6003,1222C,Isanpur,Vasna,23.081284,72.545993,"23.041157, 72.530831","22.970651, 72.603366",19 km/h,25 mins,On Time
GJ-01-DW-3776,1223C,Isanpur,RTO (C),23.059809,72.515086,"22.994238, 72.583804","22.991520, 72.614996",52 km/h,23 mins,Traffic
GJ-01-QM-2293,1224C,Isanpur,Lal Darwaja,23.147985,72.578117,"23.105792, 72.458748","23.143347, 72.470406",33 km/h,14 mins,On Time
GJ-01-AA-0135,1225,Isanpur,Kalupur,22.961091,72.610035,"22.977426, 72.589280","22.998010, 72.571058",28 km/h,11 mins,Early
GJ-01-ZD-9846,1226A,Isanpur,Chandkheda,23.003124,72.540402,"22.957748, 72.562363","23.018882, 72.451346",21 km/h,18 mins,On Time
GJ-01-TS-7339,1227B,Isanpur,Hanspura,23.053303,72.609568,"23.082225, 72.615513","23.111503, 72.587815",42 km/h,13 mins,Delayed
GJ-01-LM-6554,1228,Isanpur,Gota,23.101566,72.59071,"22.992867, 72.634167","23.143825, 72.492474",60 km/h,22 mins,Delayed
GJ-01-DR-4312,1229B,Isanpur,Ranip,23.12298,72.642525,"22.959479, 72.484353","23.131165, 72.497539",57 km/h,13 mins,Early
GJ-01-MZ-3629,1230A,Isanpur,Sarkhej,22.997112,72.496031,"22.966224, 72.453365","22.960089, 72.584528",15 km/h,13 mins,On Time
GJ-01-MU-6361,1231D,Isanpur,Iskcon,22.988575,72.619316,"23.043102, 72.593317","22.982546, 72.607495",55 km/h,16 mins,Early
GJ-01-HP-7726,1232A,Isanpur,Nehrunagar,23.001658,72.470315,"23.071701, 72.646100","23.013042, 72.626278",40 km/h,18 mins,Delayed
GJ-01-OJ-6363,1233A,Isanpur,Sarangpur,23.029852,72.477469,"22.977388, 72.591133","23.116027, 72.452199",51 km/h,3 mins,Early
GJ-01-UH-9577,1234C,Isanpur,Vadaj,22.991558,72.452195,"22.969213, 72.591545","23.111681, 72.476363",46 km/h,18 mins,Delayed
GJ-01-GH-6970,1235D,Isanpur,Odhav,23.01114,72.598846,"23.002930, 72.563855","23.098402, 72.636572",42 km/h,19 mins,Delayed
GJ-01-JU-3524,1236B,Isanpur,Sarthi,23.10702,72.643642,"23.073607, 72.508978","22.968101, 72.507117",59 km/h,13 mins,Traffic
GJ-01-NA-0242,1237,Isanpur,Airport,23.102876,72.517294,"23.020760, 72.493087","23.149496, 72.533379",17 km/h,6 mins,Delayed
GJ-01-VS-8589,1238D,Isanpur,Amba Town,23.029635,72.607256,"23.099016, 72.461960","22.979042, 72.606580",55 km/h,13 mins,Early
GJ-01-HJ-9115,1239A,Isanpur,Dahegam,23.067686,72.608986,"23.117353, 72.551971","23.059087, 72.463745",16 km/h,6 mins,Early
GJ-01-EC-4832,1240,Isanpur,Bopal,23.052194,72.503618,"23.134629, 72.595848","23.127265, 72.474434",21 km/h,17 mins,On Time
GJ-01-VK-9273,1241,Isanpur,Ghatlodia,22.997362,72.558315,"23.090050, 72.478979","23.011857, 72.473602",42 km/h,24 mins,Traffic
GJ-01-CM-0972,1242B,Isanpur,Vaishnodevi,23.132737,72.514238,"23.057777, 72.463453","23.129133, 72.629137",26 km/h,5 mins,Early
GJ-01-JZ-6741,1243B,Isanpur,Science City,23.141126,72.487666,"23.122196, 72.553637","23.042233, 72.593704",51 km/h,6 mins,Delayed
GJ-01-VS-7700,1244A,Isanpur,Memnagar,23.071116,72.528156,"23.123485, 72.544852","23.055322, 72.643281",32 km/h,17 mins,Delayed
GJ-01-BX-1611,1245A,Isanpur,CTM,23.069641,72.59308,"23.111870, 72.495214","22.987752, 72.593159",15 km/h,3 mins,On Time
GJ-01-US-0172,1246A,Isanpur,Naroda,23.020084,72.566684,"23.011930, 72.491463","23.020300, 72.550174",18 km/h,2 mins,Traffic
GJ-01-OO-9037,1247,Isanpur,S. Bopal,23.115094,72.535907,"23.139346, 72.607333","23.033693, 72.451785",26 km/h,8 mins,Traffic
GJ-01-BE-9802,1248C,Isanpur,Sabarmati,23.066099,72.50296,"23.086758, 72.598675","23.067692, 72.567695",47 km/h,20 mins,Early
GJ-01-IC-1382,1249,Isanpur,Sola,22.973144,72.593318,"23.026941, 72.479213","23.036227, 72.475731",35 km/h,20 mins,Early
GJ-01-DG-3563,1250D,Isanpur,Prahladnagar,23.111686,72.487869,"23.093211, 72.595358","22.976669, 72.550257",15 km/h,6 mins,Delayed
GJ-01-HJ-0241,1251C,Isanpur,Chandlodia,22.980853,72.578336,"23.133028, 72.627234","23.079947, 72.590405",28 km/h,7 mins,Delayed
GJ-01-JF-5875,1252A,Isanpur,Jaimangal,22.955039,72.641975,"23.025949, 72.525571","23.108154, 72.517996",53 km/h,18 mins,Delayed
GJ-01-VY-1350,1253D,Isanpur,Narol,23.051013,72.543951,"23.051618, 72.531778","23.076326, 72.636480",59 km/h,12 mins,Early
GJ-01-FF-8420,1254C,Isanpur,Nikol,23.010655,72.612438,"23.058026, 72.644599","23.032653, 72.628805",25 km/h,5 mins,Delayed
GJ-01-KO-6610,1255A,Sola,Ghuma,23.1299,72.572869,"23.041120, 72.643416","23.077270, 72.484115",47 km/h,12 mins,On Time
GJ-01-LM-6708,1256,Sola,Maninagar,23.063342,72.482331,"23.134143, 72.474822","23.076844, 72.585598",34 km/h,13 mins,Traffic
GJ-01-XM-3094,1257,Sola,Bhadaj,23.061814,72.509943,"23.070175, 72.590773","23.045699, 72.491255",59 km/h,12 mins,Traffic
GJ-01-ND-8259,1258A,Sola,RTO,23.116544,72.491106,"23.013194, 72.577065","23.110534, 72.609511",25 km/h,4 mins,On Time
GJ-01-SA-9647,1259,Sola,LD Engg,23.14586,72.635068,"23.067556, 72.460484","23.046559, 72.531062",18 km/h,2 mins,On Time
GJ-01-LK-9497,1260,Sola,Vasna,23.090801,72.492828,"23.053813, 72.466316","23.036067, 72.552711",52 km/h,3 mins,Traffic
GJ-01-IR-0981,1261A,Sola,RTO (C),23.051051,72.588226,"23.091398, 72.615539","23.094339, 72.574049",17 km/h,17 mins,Early
GJ-01-RS-7639,1262,Sola,Lal Darwaja,22.96476,72.462401,"23.080139, 72.503342","23.069940, 72.622664",50 km/h,14 mins,Traffic
GJ-01-XI-0652,1263A,Sola,Kalupur,23.001262,72.598383,"23.057475, 72.521663","22.960900, 72.489958",23 km/h,19 mins,On Time
GJ-01-VZ-8179,1264C,Sola,Chandkheda,23.084672,72.551653,"23.012777, 72.585413","23.122250, 72.518781",27 km/h,7 mins,Early
GJ-01-VF-2826,1265D,Sola,Hanspura,23.036204,72.450714,"22.959951, 72.466984","23.139704, 72.537732",59 km/h,19 mins,Traffic
GJ-01-SS-4212,1266B,Sola,Gota,23.14491,72.474052,"23.014719, 72.551669","23.027308, 72.504769",43 km/h,16 mins,On Time
GJ-01-UU-9199,1267B,Sola,Ranip,22.980519,72.521349,"23.117895, 72.525300","23.138951, 72.611124",26 km/h,11 mins,Delayed
GJ-01-AR-9091,1268A,Sola,Sarkhej,23.003428,72.56805,"23.015869, 72.500141","23.094313, 72.570341",58 km/h,17 mins,Traffic
GJ-01-JV-3388,1269B,Sola,Iskcon,22.985875,72.579401,"22.994822, 72.508873","22.991374, 72.498857",32 km/h,19 mins,Delayed
GJ-01-RF-3479,1270A,Sola,Nehrunagar,23.087009,72.612546,"23.120133, 72.629723","23.063213, 72.575823",19 km/h,15 mins,Early
GJ-01-WE-9215,1271D,Sola,Sarangpur,23.001676,72.577892,"23.080867, 72.631809","22.995684, 72.496241",50 km/h,21 mins,Delayed
GJ-01-VR-6877,1272B,Sola,Vadaj,23.092073,72.524608,"23.134155, 72.647275","23.043288, 72.649788",38 km/h,8 mins,Traffic
GJ-01-HP-7601,1273D,Sola,Odhav,22.973873,72.592757,"23.029799, 72.485036","23.080333, 72.645507",56 km/h,3 mins,Traffic
GJ-01-XX-1000,1274C,Sola,Sarthi,23.000401,72.452575,"23.119534, 72.564828","23.077594, 72.483314",38 km/h,20 mins,Traffic
GJ-01-XA-3245,1275,Sola,Airport,23.105045,72.637615,"23.135341, 72.512152","22.951845, 72.555265",21 km/h,19 mins,Early
GJ-01-HD-0754,1276C,Sola,Amba Town,23.022816,72.497955,"23.006213, 72.557750","22.985306, 72.605388",53 km/h,14 mins,On Time
GJ-01-SF-3097,1277B,Sola,Dahegam,22.955729,72.563227,"22.970857, 72.552983","23.095846, 72.475288",20 km/h,5 mins,On Time
GJ-01-ZU-0390,1278,Sola,Bopal,23.080501,72.58359,"23.114192, 72.607616","22.952044, 72.475034",41 km/h,17 mins,Traffic
GJ-01-RM-1253,1279,Sola,Ghatlodia,23.000908,72.577543,"23.117676, 72.613439","23.059857, 72.636249",20 km/h,25 mins,On Time
GJ-01-SL-3811,1280B,Sola,Vaishnodevi,23.10475,72.527388,"23.115036, 72.544321","23.025763, 72.647367",43 km/h,7 mins,Delayed
GJ-01-FJ-3368,1281,Sola,Science City,22.965043,72.633877,"23.134191, 72.542173","23.129506, 72.486769",48 km/h,16 mins,Traffic
GJ-01-NG-8212,1282B,Sola,Memnagar,23.145242,72.648357,"23.003322, 72.482122","22.967962, 72.649847",19 km/h,20 mins,On Time
GJ-01-XW-7968,1283,Sola,CTM,22.97642,72.533952,"23.110201, 72.578277","23.054610, 72.620647",32 km/h,5 mins,Delayed
GJ-01-VZ-9492,1284B,Sola,Naroda,23.080374,72.63865,"22.951663, 72.452854","23.076973, 72.627057",39 km/h,24 mins,Traffic
GJ-01-XV-5173,1285,Sola,S. Bopal,22.985781,72.597597,"23.127675, 72.569514","23.097868, 72.473643",45 km/h,13 mins,Delayed
GJ-01-TG-5279,1286B,Sola,Sabarmati,23.029233,72.646272,"23.039550, 72.556785","23.091785, 72.455293",15 km/h,10 mins,Early
GJ-01-AW-7599,1287A,Sola,Isanpur,23.147435,72.57941,"23.050341, 72.642521","23.110937, 72.455180",50 km/h,15 mins,On Time
GJ-01-XZ-8712,1288D,Sola,Prahladnagar,23.071793,72.58767,"23.110442, 72.506814","22.952774, 72.576568",30 km/h,21 mins,Early
GJ-01-GS-0222,1289A,Sola,Chandlodia,23.10738,72.579563,"23.003896, 72.618203","23.013074, 72.539276",35 km/h,21 mins,Delayed
GJ-01-HG-4310,1290C,Sola,Jaimangal,23.11664,72.469659,"23.008441, 72.526804","22.972684, 72.538876",41 km/h,16 mins,Traffic
GJ-01-KZ-1434,1291B,Sola,Narol,22.956808,72.611035,"23.038689, 72.513461","23.145100, 72.640928",38 km/h,4 mins,On Time
GJ-01-XH-8512,1292B,Sola,Nikol,23.107376,72.596695,"22.971640, 72.555780","22.998386, 72.491605",51 km/h,23 mins,Early
GJ-01-UN-8068,1293A,Prahladnagar,Ghuma,23.048098,72.545613,"22.990827, 72.516537","23.145863, 72.556841",48 km/h,18 mins,Traffic
GJ-01-DD-9534,1294C,Prahladnagar,Maninagar,23.12868,72.536335,"23.003735, 72.535757","22.979322, 72.631055",16 km/h,5 mins,Traffic
GJ-01-YW-2293,1295,Prahladnagar,Bhadaj,22.961838,72.636125,"23.028236, 72.466512","22.950690, 72.627879",45 km/h,21 mins,Delayed
GJ-01-NS-0807,1296B,Prahladnagar,RTO,23.07187,72.620162,"23.030899, 72.493949","23.060424, 72.627593",38 km/h,17 mins,Delayed
GJ-01-IQ-4860,1297B,Prahladnagar,LD Engg,22.994282,72.589113,"23.076542, 72.614892","23.080948, 72.534700",49 km/h,19 mins,On Time
GJ-01-JH-2337,1298A,Prahladnagar,Vasna,23.020774,72.561608,"23.079652, 72.615506","23.043627, 72.477104",39 km/h,19 mins,Traffic
GJ-01-FJ-5705,1299B,Prahladnagar,RTO (C),23.035596,72.45652,"22.953735, 72.582234","23.038927, 72.649317",41 km/h,25 mins,On Time
GJ-01-XN-2514,1300C,Prahladnagar,Lal Darwaja,23.063699,72.482626,"23.091409, 72.547120","23.005445, 72.592432",38 km/h,23 mins,On Time
GJ-01-GB-6212,1301B,Prahladnagar,Kalupur,23.096642,72.63994,"22.960866, 72.557952","23.109208, 72.578492",27 km/h,20 mins,Delayed
GJ-01-VF-7552,1302A,Prahladnagar,Chandkheda,23.1178,72.480545,"23.130237, 72.524363","23.096725, 72.522092",51 km/h,10 mins,On Time
GJ-01-MT-0928,1303C,Prahladnagar,Hanspura,22.97169,72.609537,"23.080328, 72.520050","23.145289, 72.508007",57 km/h,20 mins,Delayed
GJ-01-KS-7275,1304,Prahladnagar,Gota,23.11364,72.537229,"22.985007, 72.579989","23.079862, 72.488703",53 km/h,4 mins,Early
GJ-01-WJ-7416,1305C,Prahladnagar,Ranip,22.971868,72.455114,"23.143217, 72.498852","23.083138, 72.636907",26 km/h,23 mins,Traffic
GJ-01-LF-1837,1306C,Prahladnagar,Sarkhej,23.092216,72.519419,"22.963668, 72.600153","22.995470, 72.520646",25 km/h,9 mins,Delayed
